Generation,Steps,Exploded,Max Fuel,Fuel,Max Impact Speed,Impact Speed,Max Hor Speed,Hor Speed,Max Dist From Target,Dist From Target,Fitness
129,138,false,75.0,13.700073,0.5,0.39999634,0.5,0.4,5.0,132.7002,100.22182
