Generation,Steps,Exploded,Max Fuel,Fuel,Max Impact Speed,Impact Speed,Max Dist From Target,Dist From Target,Fitness
24,123,false,60.0,4.200075,0.5,0.39999413,5.0,0.10015869,298.92038
