Generation,Steps,Exploded,Max Fuel,Fuel,Max Impact Speed,Impact Speed,Max Hor Speed,Hor Speed,Max Dist From Target,Dist From Target,Fitness
5,150,false,75.0,8.300074,0.5,0.29999828,0.5,0.39999992,5.0,74.89966,103.176926
